ID,n7HRing,nS,n6aHRing,SlogP_VSA11,NddssS,nG12FHRing,SlogP_VSA7,n7Ring,SMR_VSA6,GATS2pe,SLogP,n10FaRing,AATSC0pe,Xch-6dv,VSA_EState6,nBridgehead,JGI6,AATS2Z,ATSC6v,NddsN,ATSC6dv,EState_VSA9,Xch-6d,AATSC2v,nCl,AATSC0i,JGI10,NdS,JGT10,ATSC7v,VSA_EState7,FilterItLogS,n5Ring,Xc-5d,EState_VSA2,AATS1p,NaaCH,AATSC0d,GATS1pe,ATSC7p,Xc-5dv,C1SP3,NssssN,ATSC5p,AATS0v,n7aRing,n10FARing,nRing,ATSC2v,n10FRing,GATS1Z,Xch-3d,NdsN,nG12Ring,CIC0,ATSC4Z,GATS2d,nAromAtom,ATSC2dv,fMF,ATSC8dv,nFAHRing,Class
D0278,0,0,0,0,0,0,0,0,7.047671983,0.917565504,1.0488,0,0.094687673,0.027777778,7.728365363,0,0.02025974,16.43333333,-936.3178679,0,-38.6122449,0,0.083333333,2.485859348,0,1.429738067,0.011019284,0,0.480406277,-389.3997532,0,-3.518202496,0,0.11785113,11.94902056,1.651527596,4,0.476734694,0.85434994,-1.699626666,0.017010345,3,0,1.435786358,189.1179218,0,0,1,149.1515609,0,1.00022805,0,0,0,3.671001722,52.65306122,1.443350457,6,11.73469388,0.171428571,5.714285714,0,1
D1112,0,0,0,0,0,0,0,0,0,0.691411622,3.4891,0,0.078355766,0.365530932,0,0,0.030204082,16.75,544.4335783,0,32.62003781,0,0.445414214,1.089921886,0,1.30371389,0,0,0.55339182,446.101048,10.85695374,-2.882359795,1,0.772274284,11.51895686,1.82895828,0,0.680529301,0.78785845,1.634314441,0.55390251,1,0,-0.165302803,192.7013726,0,0,4,108.9921886,0,1.00093873,0,0,0,4.33195832,-242.4310019,1.6675,0,-6.933837429,0.369565217,-0.574669187,0,1
D0253,0,0,0,0,0,1,0,0,20.82647705,1.051481303,5.6014,0,0.138428028,0.250771873,0,2,0.022027392,18.70437956,37.06485627,0,-68.39294983,47.36862954,0.506729895,2.683376426,0,1.251865815,0.006890945,0,0.540221559,997.5656029,6.533210576,-3.889357342,1,1.634444029,30.83668717,1.658603591,0,0.659818339,0.816080963,-0.112958175,0.579908811,11,0,-0.762045908,188.6652886,0,0,7,735.2451408,0,0.917100896,0,0,1,5.741769985,-189.5728806,1.424811059,0,68.01513841,0.323529412,-42.83369377,1,1
D1129,0,0,0,5.749511833,0,0,0,0,13.59242839,0.9517022,0.645,0,0.12835456,0.027777778,6.627851474,0,0.025306122,17.97560976,-286.2592298,0,-19.24,5.106527395,0.083333333,-0.255193852,0,1.35875137,0,0,0.458050531,143.3362511,-0.553611111,-1.52663432,0,0.11785113,5.749511833,1.664093255,4,0.4896,1.057600447,0.343875991,0.030429031,1,0,-0.596229367,195.6734608,0,0,1,-10.46294794,0,0.995368421,0,0,0,3.145401654,8.44,1.458632233,6,-8.04,0.24,-8.32,0,1
D0198,0,0,0,5.749511833,0,0,0,0,5.733667477,0.46237409,0.6726,0,0.19143858,0.024056261,3.88712963,0,0,26.5,-41.50369631,0,-49.43209877,15.94672227,0.068041382,-1.166773764,0,1.44535638,0,0,0.533728595,313.1825626,0,-0.366678563,0,0.232307808,11.31296332,1.736357417,3,0.682098765,1.023723078,0.953698705,0.031810057,0,0,-0.514722622,226.3717237,0,0,1,-30.33611787,0,0.843461538,0,0,0,2.447658689,7.049382716,1.437869822,6,6.913580247,0.333333333,0,0,1
D0826,0,1,0,0,1,0,0,0,13.08951281,0.534855942,1.62982,0,0.126391347,0.337121499,5.693609788,0,0.013556147,22.5,-164.9516654,0,-15.86827715,0,0.454124145,-1.243758731,0,1.532595601,0.002938272,0,0.553522195,-182.8710581,3.662137348,-2.948082925,2,0.431795046,4.895483476,1.872240589,4,0.657652785,0.616766539,2.775118249,0.200687358,3,0,6.604560781,208.8698662,0,0,3,-104.4757334,0,0.861538462,0,0,0,3.729111624,156,1.370271382,6,42.43819482,0.418604651,-55.80217535,1,1
D0455,0,0,0,0,0,0,0,0,0,0.432475219,6.10372,0,0.070797805,0.079861111,11.63310836,0,0.025061224,18.82,-1927.534409,0,-7.270233196,5.106527395,0.180555556,14.15181035,0,1.351377962,0.017261689,0,0.67066281,997.257476,2.373679842,-6.81000208,0,1.048386437,10.82998094,1.889116864,6,0.765432099,0.795807419,2.868140368,0.481154529,5,0,0.458836993,212.3617044,0,1,3,1415.181035,1,0.947771295,0,0,0,4.567500701,-75.10150892,1.807983871,12,52.1824417,0.314814815,25.67489712,0,1
D0692,0,0,0,11.49902367,0,0,0,0,0,0.515571076,2.3096,0,0.177737218,0.055555556,11.66198827,0,0.015080559,27.37777778,31.11905549,0,-26.41736029,9.843390349,0.166666667,-7.011690317,0,1.37278948,0,0,0.439854234,-438.3802814,0,-2.195277003,0,0.396574235,22.62592665,1.901951015,8,0.613555291,0.797439695,-2.281635727,0.060848533,0,0,2.281305506,252.4837225,0,0,2,-315.5260643,0,0.699475655,0,0,0,3.383858287,-3.494649227,1.154005168,12,24.75029727,0.482758621,-9.750297265,0,1
D0868,0,2,0,0,0,0,0,0,14.09534397,0.940583496,2.3457,0,0.121599957,0.855395864,8.008679464,2,0.014164289,25.62105263,-20.84427421,0,-97.93074846,9.473725908,1.247727385,5.097373934,0,1.539041908,0.00744856,0,0.550637489,-1121.369464,2.049801325,-2.985363698,3,1.337394853,6.103966388,1.986493048,6,0.789930556,0.760847397,-7.292032684,0.83897614,0,1,13.17131534,229.8561514,0,0,5,484.2505237,0,0.718416536,0.23570226,0,0,3.933710799,306.1171875,1.552712551,10,25.77295525,0.458333333,-61.62345679,1,0
D0847,0,0,0,11.49902367,0,0,5.022633314,0,46.19441374,1.015021325,3.3581,0,0.159060414,0.101315739,8.920084234,0,0.016436845,21.06306306,-407.3142453,0,-48.90513966,31.54519623,0.206930271,3.472379038,1,1.739233996,0.006268748,0,0.456481484,446.0642572,1.417618018,-5.875596585,0,0.414266427,23.87020779,1.731902206,6,0.569739317,0.721650987,2.931868709,0.1203169,4,0,-0.702037816,211.7842282,0,0,3,385.4340732,0,0.688233149,0,0,0,4.224233793,-141.5450148,1.306476288,12,-18.67475556,0.393442623,-77.06757111,0,0
D1075,0,0,0,0,0,0,0,0,0,0.637891692,0.8528,0,0.254183169,0.066219963,2.600056059,0,0.01386064,31.07462687,423.1657371,0,123.822193,4.523747162,0.272165527,1.129272572,0,2.6879648,0,0,0.551466715,-675.593302,4.915234421,-1.611248061,2,0.260110029,18.6529643,1.806180082,7,0.741617357,0.839379328,-3.45853963,0.093499578,2,0,2.172223248,235.5415845,0,0,3,75.66126234,0,0.674740689,0,0,0,3.121056607,11.89349112,1.274610988,16,1.304267011,0.487179487,15.67772989,0,1
D0884,1,1,0,0,0,0,5.022633314,1,18.49233812,0.737292668,3.7777,0,0.090951543,0.174000422,9.753184445,0,0.025134795,27.61538462,-566.6914444,0,-77.70023624,11.60093989,0.262485826,10.70517614,1,1.583641083,0,0,0.450114261,-909.8782158,0.939979135,-5.290386178,1,0.477541895,12.45193614,2.094702754,5,0.656635802,0.591295517,-3.974227043,0.219789072,2,0,-2.080792193,251.285942,0,1,3,695.8364493,1,0.609647293,0,1,0,3.461204415,-267.7808642,1.036427732,11,28.8600442,0.444444444,1.159388813,1,1
D0577,1,0,0,0,0,1,0,1,25.03709453,1.319709402,3.5328,0,0.05,0.055555556,17.6696975,0,0.011668286,17.19230769,-344.020091,0,-19.40816327,0,0.166666667,-0.14601911,0,1.467832763,0,0,0.292693551,-523.4940337,3.421227639,-5.245425655,0,0.247193875,0,1.8344137,8,0.482993197,0.993628788,-3.04384107,0.098348174,2,0,-3.774943067,209.3755942,0,0,3,-11.3894906,0,0.961422822,0,0,0,4.170622515,-94.59183673,1.140122788,12,14.04081633,0.357142857,-34.28571429,1,0
D0179,0,2,0,0,0,0,0,0,33.44062596,0.888948767,1.3225,0,0.122287075,0.111803399,0,0,0.011866969,22.77777778,-674.8267305,1,-93.50617284,0,0.166666667,5.651424528,0,1.661614994,0.006624285,0,0.443991036,-391.3457322,0.929189708,-3.544104527,1,0,0,1.811313964,1,0.488095238,0.614227191,-3.817737172,0,4,0,-0.962534119,204.2349607,0,0,1,406.902566,0,0.779520222,0,0,0,3.592091818,268.9591837,1.319444444,5,16.40740741,0.119047619,57.80246914,0,1
D0662,0,1,0,5.749511833,0,0,0,0,6.606881965,0.629330202,2.4838,1,0.138004229,0.672402885,9.460593524,0,0.022247417,26.0106383,432.6628242,0,-83.60425477,4.736862954,0.914141734,5.925913468,0,1.515637074,0.010449784,0,0.528704107,321.2381295,0,-3.769319734,1,0.851767074,5.907179729,1.915467898,6,0.764321415,0.700415581,2.889033603,0.453801125,5,0,-4.950970133,230.2560153,0,0,4,557.035866,1,0.724496549,0,0,0,3.999133372,170.8954248,1.241759065,10,60.61083344,0.37254902,-4.713913452,1,1
D0469,0,0,0,0,0,0,5.022633314,0,0,0.55130447,5.3485,0,0.107189432,0.154513889,14.68207414,0,0.02166405,22.98823529,-329.0244154,0,-125.4290504,11.60093989,0.287037037,-2.654578756,1,1.345700549,0.007520241,0,0.440625554,-46.01810685,3.416804926,-5.755612411,0,0.590990456,11.67707092,2.040826783,8,0.649876543,0.616777566,0.207561795,0.177184558,0,0,-0.451042422,245.8023616,0,1,4,-225.6391942,1,0.612662155,0,0,0,4.07940013,-47.01333333,1.203647416,12,42.70385612,0.488888889,48.94543515,0,0
D0409,0,0,0,0,0,0,0,0,6.544756406,0.475826691,-1.2732,0,0.279949246,0,0,0,0,37.15909091,-181.0060976,0,-9.673254416,25.30731389,0,-1.827894183,0,1.271161663,0,0,0.784317874,99.33362595,-0.856373457,2.048894017,0,2.340990258,12.96557803,1.9983404,0,0.913580247,1.356105604,3.162738031,1.414024254,2,0,-0.648607566,187.0281619,0,0,0,-80.42734403,0,0.970560892,0,0,0,2.879896326,-340.7215364,1.904484029,0,113.9993734,0,28.66771664,0,1
D0401,1,0,0,17.2485355,0,0,5.022633314,1,13.08951281,0.672803623,2.7344,0,0.131297005,0.045819974,8.57718128,0,0.024395314,24.10606061,-766.0430197,0,-35.87782377,11.60093989,0.128694254,0.203796287,1,1.395995422,0,0,0.463447501,-40.62336761,0.691061744,-3.965525724,0,0.504913788,28.18907486,1.908826358,5,0.651570489,0.951675804,0.496601163,0.18918478,2,0,-1.933236113,234.3261568,0,0,3,13.45055494,0,0.663160642,0,0,0,3.587969932,-104.5858291,1.278332654,12,-0.893722551,0.459459459,21.99496794,1,0
D0795,0,1,0,0,0,0,0,0,25.09261205,0.777469094,2.1419,0,0.16899084,0.02618914,0,0,0.030204082,21.21551724,1412.828425,0,59.25160418,36.31310392,0.045360921,-0.619591348,0,1.498048921,0,0,0.560666446,-472.7819386,-0.217875567,-3.435512582,0,0.275377538,28.98713199,1.767302602,0,0.577594123,0.712273636,-2.228714745,0.096087146,12,0,-0.421786089,217.4771127,0,0,1,-71.87259639,0,0.100017718,0,0,0,4.362751871,-29.57024793,1.212669947,0,91.38428846,0.090909091,-45.20948513,0,1
D0083,0,1,0,0,0,0,0,0,0,0.534426373,4.8523,0,0.100654448,0.446011154,0,0,0.027773054,20.77862595,893.5274119,0,27.28466063,4.736862954,0.638512249,5.725941961,0,1.378610828,0.005751709,0,0.638926709,-1021.465099,10.02123979,-4.866360748,2,1.396621252,38.54879694,1.915807968,0,0.796022575,0.592513231,-6.707633009,1.171313749,3,0,2.383564885,206.9086198,0,0,5,750.0983969,0,0.80412531,0,0,0,4.558018033,-324.5442085,1.641247146,0,11.43608349,0.344262295,-25.3989071,0,1
D0372,1,0,0,0,0,0,5.022633314,1,5.316788604,0.658144768,2.4479,0,0.121824766,0.056131276,14.46709221,0,0.021946334,27.98113208,-590.8785478,0,-66.81463496,11.60093989,0.170103454,-5.327588941,1,1.526351442,0,0,0.416390006,-131.7624418,-1.433905896,-4.312726778,0,0.358304986,0,2.023967245,8,0.626430801,0.753738751,-1.348834189,0.067389777,1,0,-2.208409526,261.8727604,0,0,3,-282.3622139,0,0.560247059,0,1,0,3.247003443,-35.75338189,1.12220272,12,-2.680309862,0.548387097,23.9307049,1,0
D0920,0,0,0,5.749511833,0,0,0,0,11.92367057,0.843023395,2.0437,0,0.123725444,0.027777778,7.280092593,0,0.040326531,18.44186047,-104.177498,0,11.66863905,4.736862954,0.083333333,-0.420960324,0,1.393676343,0,0,0.468957681,245.9098471,0,-2.710286034,0,0,5.907179729,1.696124001,4,0.480769231,0.752061852,0.596630549,0,3,0,-2.742990712,204.4366701,0,0,1,-18.10129392,0,0.86054288,0,0,0,3.204807588,-34.46745562,1.23255814,6,3.455621302,0.230769231,-34.98224852,0,1
D0410,0,1,0,17.2485355,1,0,0,0,26.86831788,0.978254058,2.3409,0,0.134558036,0.051834039,12.69041753,0,0.022726531,20.83838384,-514.0986499,0,-132.1570295,19.3495626,0.151374715,2.495861034,0,1.435373139,0.003935458,0,0.474923962,-188.0445682,0.640919734,-5.438269598,0,0.495812289,16.68683614,1.786753766,7,0.570153061,0.774964684,-3.279676993,0.168351671,5,0,-9.629898628,205.4650419,0,0,2,247.0902424,0,0.89867749,0,0,0,4.190252503,1.849489796,1.209296545,12,53.41085601,0.321428571,-76.62627551,0,1
D0664,0,0,1,0,0,0,0,0,6.544756406,0.81871258,1.0225,0,0.114644,0.056920215,12.92081264,0,0.010204082,20.10447761,-45.82767246,0,-24.335,0,0.204124145,-6.908307955,0,1.567534462,0.00666337,0,0.306503589,-294.6627377,3.376329808,-4.436605767,0,0.11785113,18.23518108,1.777045404,9,0.44,0.723833792,-1.669191418,0.017010345,2,0,1.563285077,218.5454019,0,0,2,-462.856633,0,0.804280533,0,0,0,3.726466251,-69.5425,1.389077341,12,-25.3325,0.5,14.155,0,1
D0078,0,1,0,0,0,0,0,0,33.44062596,0.902099783,1.459,0,0.135294862,0.048112522,3.984128777,0,0.011866969,19.94594595,-447.3149802,1,-86.1998678,4.417150937,0.166666667,3.616412877,0,1.496805642,0.006624285,0,0.443991036,-310.8322895,0.921350202,-3.719243585,1,0,0,1.676400251,2,0.482422931,0.645378441,-2.34388967,0,4,0,1.570820014,195.5527526,0,0,1,267.6145529,0,0.807770961,0,0,0,3.696932545,166.0746349,1.368015998,5,22.81497506,0.11627907,66.39222402,0,1
D0606,0,0,1,0,0,0,0,0,6.606881965,0.907496504,-1.2701,0,0.260452423,0.105929304,0,0,0.025357143,38.25490196,-56.12974188,0,-24.59382212,9.843390349,0.313606873,-1.134342743,0,2.264226278,0,0,0.571843129,-279.6399106,-4.694089494,-0.846762204,1,0.604350843,3.570182271,1.841963739,1,0.775510204,0.807392904,-3.357097814,0.164391236,2,0,-0.428896556,247.3336813,0,0,2,-57.85147989,0,0.478845262,0,0,0,2.691365944,-114.2040816,1.267801858,6,-24.29921895,0.392857143,-0.889120685,0,1
D0843,0,0,0,0,0,0,0,0,24.8495197,0.71706307,1.157,0,0.19372517,0,-0.5775,0,0.016326531,24.14705882,-13.24337224,0,-8.841773747,23.20187978,0,-10.17679149,2,1.23304772,0,0,0.42304381,73.67142338,0,-2.02749821,0,0.11785113,12.42475985,1.664018339,0,0.439909297,0.533684369,-0.148750334,0.014433757,4,0,-0.395834049,217.5240095,0,0,0,-346.0109106,0,0.52274586,0,1,0,2.328278714,-90.51020408,1.241661613,0,45.61764788,0,23.7462837,0,0
D0002,0,0,0,5.749511833,0,0,0,0,5.316788604,0.527532076,1.3506,0,0.144404,0.027777778,6.309537037,0,0.053877551,21.4516129,-94.09563922,0,2,5.106527395,0.083333333,-3.769652274,0,1.444669768,0,0,0.527264396,175.9123926,0,-1.586460011,0,0,11.65669156,1.746901523,4,0.5475,0.849499494,0.264073691,0,1,0,-0.939271133,217.1992321,0,0,1,-116.8592205,0,0.832792208,0,0,0,2.726466251,7,1.455295331,6,-10,0.3,-24,0,1
D0860,0,0,0,5.749511833,0,0,0,0,65.63394073,0.578137228,-10.16166,0,0.154203903,0.213240084,-22.86115639,0,0.016003522,19.07836991,-2286.613534,0,-223.0617284,33.75323712,0.67697703,-5.265699055,0,1.37974806,0.00813499,0,0.489331176,1086.701918,2.874213259,-21.77850814,2,4.2612333,114.4179136,1.635024168,21,0.565993169,0.8203879,4.125878128,0.950183632,27,0,-2.359482654,193.1836882,0,0,6,-5039.273996,0,0.896137726,0,0,0,7.407063051,-270.308642,1.475093526,32,299.5925926,0.207156309,466.0864198,0,0
D0695,0,0,0,0,0,0,0,0,31.9126931,0.936835044,1.3404,0,0.090253532,0.027777778,6.947182855,0,0.020345369,15.95454545,585.076795,0,25.58448753,5.733667477,0.083333333,0.379343043,0,1.413023532,0.014437302,0,0.466749029,24.17131281,0,-3.170566647,0,0.11785113,5.907179729,1.644593539,4,0.457756233,0.930421842,0.729150718,0.017010345,6,0,1.268707379,186.9687277,0,0,1,25.03664085,0,1.028582616,0,0,0,3.818401835,-106.5512465,1.498624673,6,13.80055402,0.157894737,-80.74792244,0,1
D0171,0,0,1,0,0,0,0,0,0,0.850569759,-0.3149,0,0.139377855,0.0248452,3.171018519,0,0.04,22.64,72.27523206,0,15.65743945,5.84267027,0.102062073,-0.504526023,0,1.649787915,0,0,0.387861352,194.3329181,3.06462963,-1.030729148,0,0.11785113,5.907179729,1.685849067,4,0.477508651,0.818109145,0.773659782,0.017010345,0,0,-0.445819643,217.9424069,0,0,1,-12.61315058,0,0.783956244,0,0,0,2.348008645,-65.08650519,1.340289855,6,-7.08650519,0.352941176,0,0,1
D0653,0,0,0,11.49902367,0,0,0,0,27.30910789,1.117253362,-0.1879,0,0.160209877,0.024056261,5.091031195,0,0.016530612,19.08333333,-198.6073106,0,-20.71604938,15.20739338,0.068041382,5.64040867,0,1.345037055,0,0,0.490844314,180.7793571,-0.88375,-2.128146777,0,0.164266427,18.99669254,1.582554034,3,0.527777778,0.913829516,1.624374535,0.045994169,2,0,-2.379479321,194.2750465,0,0,1,338.4245202,0,0.894429556,0,0,0,3.557727779,-145.1975309,1.320175439,6,-10.59259259,0.166666667,14.55555556,0,0
D1050,0,1,0,0,0,1,0,0,32.08476651,1.247689008,4.35868,0,0.057179907,0.086066699,16.7644324,0,0.020280612,22.0875,692.6969021,0,-5.404040404,0,0.196735636,10.97234221,0,1.619457577,0,0,0.439217859,-1129.589712,0,-4.714218415,0,0.247193875,0,1.968518055,7,0.60072314,0.790467596,-8.125179134,0.136930639,3,0,-6.719806632,227.8704437,0,0,3,877.787377,0,0.785357843,0,0,0,4.038731276,104.0495868,1.260791058,12,10.95041322,0.318181818,-76.30394858,1,1
D0914,0,0,0,0,0,0,0,0,6.544756406,0.598865178,1.6294,0,0.108195592,0.191841262,-0.275993953,0,0.017857143,15.52238806,143.0970179,0,5.851239669,5.106527395,0.238144836,-6.859077891,0,1.286597231,0,0,0.400984494,48.85350648,7.549790328,-1.394295018,1,0.25,6.041840829,1.683208046,0,0.492194674,0.842219343,0.268452816,0.101967233,1,0,0.209719531,179.5567512,0,0,2,-459.5582187,0,1.025824964,0,0,0,3.659526381,3.512396694,1.514368456,0,7.801652893,0.333333333,-32.72727273,0,1
D0499,0,0,1,0,0,0,0,0,44.16844817,0.837318455,2.0882,0,0.098973111,0.273972554,1.838452021,0,0.014624864,17.7394958,-1014.699508,0,-78.46193623,0,0.410284624,-0.853853711,0,1.45415504,0.007410522,0,0.403631634,320.0582841,11.10216991,-4.133047106,1,0.275783423,17.22934993,1.70487022,3,0.549267452,0.681097449,1.655850633,0.068004226,6,0,3.315297926,195.0305667,0,0,4,-101.6085916,0,0.872538618,0,0,0,4.397091389,29.01493824,1.579190254,6,13.9540362,0.440677966,-20.8236139,0,0
D0475,0,0,0,0,0,1,0,0,5.316788604,0.31122897,6.5761,0,0.268630875,0.376375655,1.180853021,0,0.028868559,23.60144928,1904.324741,0,266.0396525,0,0.461675935,1.496585898,0,3.212676377,0.010883243,0,0.673036561,-594.3223683,-1.729361215,-7.012226109,1,1.867832719,23.28191707,1.818762046,3,0.877255513,0.50757746,-1.29538254,0.904022024,4,0,1.882002655,214.1663077,0,0,5,206.5288539,0,0.674978743,0,0,0,4.404454559,-108.7658721,1.419905271,6,193.683894,0.373134328,-74.58765872,1,0
D1023,0,1,0,0,0,0,0,0,6.606881965,0.612675275,1.2958,0,0.161411146,0.655866789,6.209780515,0,0.023046794,24.87850467,-185.7511723,0,-28.04293147,15.20739338,0.877314918,4.1947227,0,1.467248216,0.007481161,0,0.569571254,-329.3789196,-2.138480867,-2.32523559,1,0.80836594,6.606881965,1.764742301,5,0.712438954,0.719869732,-1.26287358,0.427974814,7,0,2.31727948,213.128326,0,0,3,448.8353289,0,0.745581444,0,0,0,4.153000007,105.3938523,1.315360265,6,88.13249705,0.271186441,-4.858948578,1,1
D0470,0,0,1,0,0,0,0,0,0,0.713259674,2.1769,0,0.247466667,0.061804779,2.801252992,0,0.016929057,26.35294118,-93.06134869,0,9.680473373,0,0.253436788,3.627534172,0,3.183550805,0.012345679,0,0.528486239,309.600477,4.661094734,-4.380415823,1,0.729204554,17.80213589,1.783889122,7,0.70348455,0.586653195,0.582656717,0.261977185,2,0,0.333265634,235.2701669,0,0,3,246.6723237,0,0.616435383,0,0,0,3.427371715,-51.01775148,1.4868884,17,-10.71005917,0.512820513,-36.43786982,0,1
D0311,0,0,1,0,0,0,0,0,4.899909731,0.583053944,3.41994,0,0.093629697,0.107186745,16.15321879,0,0.015053371,23.13684211,-443.1242657,0,-14.60946746,0,0.361111111,4.019151254,0,1.711726971,0.006297668,0,0.388767785,340.5797755,1.179568216,-7.232330405,1,0.49519952,5.907179729,1.890401759,8,0.610576923,0.57131665,2.643559492,0.157028934,3,0,-1.869726307,236.7930262,0,1,5,381.8193692,1,0.696801871,0,0,0,4.15253991,-164.408284,1.132863655,23,44.63313609,0.538461538,44.79289941,1,1
D1048,0,0,1,5.749511833,0,0,10.04526663,0,18.82318029,0.813656219,5.0377,0,0.142701294,0.147547692,4.848648078,0,0.017164339,24.88541667,84.96342669,0,-32.67698517,33.67241021,0.361741773,2.185059217,2,1.941128045,0.007486736,0,0.439628586,-315.660616,6.958529009,-6.576220082,1,0.641885431,10.84049609,1.875325978,6,0.636094675,0.670943287,-3.290369082,0.224879301,3,0,-1.906323932,234.5316323,0,0,4,209.7656848,0,0.56867375,0,0,0,3.922226961,106.25,1.180486919,17,31.51650961,0.480769231,-30.53928337,0,1
D0008,0,0,0,5.749511833,0,0,0,0,0,0.684953508,3.6092,0,0.080186157,0.341474671,5.955254315,0,0.030204082,17.79347826,589.4376336,0,25.9338843,0,0.445414214,2.11616869,0,1.323268697,0,0,0.55339182,286.8471781,6.780339821,-3.294698558,1,0.772274284,11.51895686,1.847087038,3,0.696280992,0.953533098,0.900357249,0.518275814,1,0,-0.132064607,200.0476284,0,0,4,194.6875195,0,0.993061423,0,0,0,4.252221592,-226.3636364,1.655286415,6,2.256198347,0.386363636,-11.20661157,0,1
D0421,0,1,0,0,0,0,0,0,0,0.519863458,4.7444,0,0.116997291,0.168602607,10.5575235,0,0.016083999,22.9787234,-927.621026,0,-70.65782655,5.106527395,0.389519551,-0.58548399,0,1.515294131,0.006114211,0,0.416916531,-550.2376737,6.577330377,-4.651021674,2,0.469416097,5.563451492,1.935049478,8,0.566529492,0.759564715,-0.252134642,0.085200729,2,0,3.190452035,230.2938388,0,0,3,-55.03549506,0,0.771793882,0,0,0,4.149648611,-53.43621399,1.262473597,16,51.51364121,0.37037037,36.66148453,0,0
D0985,0,0,0,5.749511833,0,0,5.022633314,0,6.544756406,0.604731629,3.5545,0,0.135753778,0.055555556,13.84237984,0,0.022892635,23.27272727,-47.24590996,0,1.822868465,21.44433024,0.166666667,1.460914707,1,1.378732211,0.009903751,0,0.538966623,724.7648819,0.654695592,-5.01901988,0,0.814774555,5.907179729,1.859207345,8,0.64,0.725033871,3.733628399,0.099921692,3,0,-1.629556631,228.4743169,0,0,2,112.4904324,0,0.654044784,0,0,0,3.892204103,-224.3333333,1.656746032,12,18.44604786,0.355555556,-11.59252553,0,0
D0506,0,0,0,0,0,0,0,0,20.13718479,0.546649512,0.5,0,0.208605726,0,0,0,0.015037594,26.56756757,121.0966613,0,8.690854119,19.57364641,0,0.985547932,0,1.26452831,0,0,0.750405775,-1044.604328,2.190244022,0.390786966,0,2.340990258,6.544756406,1.851052134,0,0.717120181,1.200692972,-1.358404923,1.414024254,4,0,10.0044292,178.0519601,0,0,0,72.93054696,0,0.955595725,0,0,0,3.671969868,-156.8594104,1.839547057,0,119.2663699,0,14.05316201,0,0
D0878,0,0,0,0,0,0,0,0,18.40630142,0.8626192,3.89654,0,0.069774177,0.088605984,6.189656214,0,0.019557823,15.34408602,139.9884382,0,-62.54935444,0,0.151374715,0.07020695,0,1.371070305,0.004122028,0,0.418221752,-288.6751304,5.721966308,-4.807646073,0,0.356716516,11.94902056,1.718918173,3,0.49396085,0.843167904,-0.240005729,0.13644623,5,0,-0.678032978,187.6871061,0,0,2,6.529246319,0,1.051956765,0,0,0,4.319685466,-54.72844648,1.386063211,6,34.2786339,0.285714286,-54.14827155,0,1
D0751,0,2,0,0,1,0,0,0,10.45576234,0.447938524,1.22952,0,0.139558025,0.119633643,5.92752551,0,0.010074074,36.64444444,-93.21764295,0,32.4584667,5.733667477,0.284517797,2.269778994,0,1.955890776,0,0,0.61427781,-318.7847565,0,-2.839419832,1,0.348461713,10.02704196,2.158790253,4,0.72702332,0.693483711,1.155219604,0.117354024,1,0,3.906932725,248.9660104,0,0,2,102.1400547,0,0.832229239,0,0,0,2.73142985,-5.997256516,1.221509434,11,29.82578875,0.481481481,-16.42142966,0,1
D0528,0,1,0,0,0,0,0,0,5.752853607,0.524269477,0.4449,0,0.145189768,0.38604596,7.233170952,0,0.022005324,26.11111111,362.0098737,0,-9.275497389,5.733667477,0.700170447,-2.27023723,0,1.604970558,0.00825596,0,0.494826298,266.3091371,0,-1.559162512,0,0.702657303,5.697039313,1.914446998,5,0.704342653,0.770224394,1.776001607,0.232376356,3,0,-2.32846532,231.6335841,0,0,3,-163.4570805,0,0.737319655,0,0,0,3.566872093,-83.71326591,1.250469219,6,33.73765616,0.414634146,16.78756031,1,1
D0970,0,1,0,0,0,1,0,1,20.13718479,0.983924772,4.0144,0,0.065631767,0.18574155,10.57800028,0,0.016946874,22.11392405,-1992.819809,0,-74.77553044,0,0.30274943,6.722244369,0,1.512785917,0,0,0.37407507,-898.6642619,2.729820405,-5.060523436,1,0.36609938,5.783244946,2.060972316,6,0.606781678,0.648937415,-6.718710609,0.185185522,2,0,2.436326526,236.4364504,0,0,4,531.0573051,0,0.745192308,0,0,0,3.937103549,62,1.170265575,11,1.628527993,0.487804878,-14.91704673,1,0
D0493,0,0,0,5.749511833,0,0,0,0,13.59242839,1.259735965,3.72462,0,0.067841937,0.059852793,18.56082546,0,0.010204082,17.01428571,-210.4509726,0,-46.005,4.736862954,0.185395406,-0.741760226,0,1.404765225,0,0,0.318071224,-1013.292706,1.045582955,-4.980788147,0,0.201184464,6.103966388,1.804376549,9,0.449375,0.914877662,-4.675438291,0.061798469,2,0,0.49794375,207.8062728,0,0,2,-51.92321584,0,0.962144968,0,0,0,4.043138354,-62.3175,1.301808067,12,3.275,0.35,-25.71,0,1
