ID,n7HRing,nS,n6aHRing,SlogP_VSA11,NddssS,nG12FHRing,SlogP_VSA7,n7Ring,SMR_VSA6,GATS2pe,SLogP,n10FaRing,AATSC0pe,Xch-6dv,VSA_EState6,nBridgehead,JGI6,AATS2Z,ATSC6v,NddsN,ATSC6dv,EState_VSA9,Xch-6d,AATSC2v,nCl,AATSC0i,JGI10,NdS,JGT10,ATSC7v,VSA_EState7,FilterItLogS,n5Ring,Xc-5d,EState_VSA2,AATS1p,NaaCH,AATSC0d,GATS1pe,ATSC7p,Xc-5dv,C1SP3,NssssN,ATSC5p,AATS0v,n7aRing,n10FARing,nRing,ATSC2v,n10FRing,GATS1Z,Xch-3d,NdsN,nG12Ring,CIC0,ATSC4Z,GATS2d,nAromAtom,ATSC2dv,fMF,ATSC8dv,nFAHRing,Class
D0941,0,2,0,0,2,0,0,0,6.606881965,0.536003267,1.667,0,0.194424808,0.360266899,0,2,0.02782066,22.85789474,1344.507692,0,61.28836578,18.39367429,0.465657194,0.911603697,0,1.308973092,0.009476425,0,0.655015731,-24.70780719,-7.925856388,-0.64389317,1,1.34986797,42.93408905,1.742886496,0,0.815301041,0.750956373,-1.30265362,0.812865299,5,0,-0.660893671,199.9060234,0,0,5,173.2047023,0,0.808046298,0,0,0,4.971176254,178.7206881,1.373162571,0,180.7437252,0.244680851,-198.9443187,0,1
D0481,0,1,0,0,0,0,0,0,11.86154501,0.531776964,0.9407,0,0.160525208,0.595527198,5.073961892,0,0.021647419,24.95327103,-1228.076957,0,-111.6102523,5.106527395,1.062452512,0.066423715,0,1.504220344,0.008190138,0,0.509632132,331.45659,-0.418614906,-1.611174934,2,0.934229561,40.28453517,1.853123193,4,0.737514863,0.787910042,-0.152098094,0.369192825,3,0,-5.091352058,223.0331146,0,0,4,7.107337476,0,0.754930384,0,0,0,4.113970212,-15.59571938,1.220445479,6,60.17162109,0.362068966,-57.23503765,1,0
D0200,0,0,0,0,0,0,0,0,50.96170681,0.925119365,-2.016,0,0.189309141,0.015625,0,0,0.022975642,40.09375,-2477.030957,0,-45.87768271,10.21305479,0.037037037,5.103514888,0,1.568507093,0.006398294,0,0.526479927,-2430.700207,-2.421882158,-3.403727169,0,0.683620986,47.15910529,1.986902131,0,0.664819945,0.976149203,-33.88340903,0.52677105,7,0,-9.054004247,249.4465868,0,0,1,489.9374293,0,0.504871508,0,0,0,3.91468158,7168.01385,1.13912037,6,0.630495537,0.105263158,-79.75896584,0,0
D0635,0,0,0,0,0,0,0,0,0,0.532575205,0.7108,0,0.155519,0.280803508,6.735427454,0,0.022005324,25.29577465,49.03043701,0,-56.32330247,17.33460737,0.700170447,-4.732922928,1,1.489958582,0.00825596,0,0.494826298,247.3046684,0.848829314,-1.954665873,0,0.702657303,10.72932567,1.855980395,5,0.71,0.754222842,1.414612346,0.199086493,0,0,-1.853518301,234.3271731,0,0,3,-336.0375279,0,0.611036255,0,0,0,3.518872188,-20.35,1.237849633,6,27.38194444,0.425,22.02391975,1,1
D0863,0,0,0,0,0,0,5.022633314,0,5.316788604,0.461836281,1.7897,0,0.101124151,0.027777778,7.174992579,0,0.018833819,22.13207547,446.9510118,0,11.25102881,23.06827484,0.083333333,1.563943852,1,1.535712382,0.019249736,0,0.561900623,-359.2694658,0,-2.756110896,0,0,17.96094997,1.714065118,4,0.552800735,1.041500415,-0.747649278,0,2,0,-0.159132621,208.380838,0,0,1,82.88902418,0,0.704569447,0,2,0,3.444345099,14.80348944,1.340437535,6,24.84636488,0.181818182,14.23045267,0,0
D0652,1,0,0,0,0,1,5.022633314,1,0,0.676079352,4.32422,0,0.130548765,0.115547724,12.25246429,0,0.024388852,26.98461538,65.85250451,0,-23.85185185,11.60093989,0.371196697,2.797083543,1,2.218947173,0,0,0.401808335,227.4432908,1.807054516,-6.075702638,1,0.442375608,5.817220841,2.033773488,8,0.656635802,0.543282484,-0.532691059,0.130616485,2,0,-4.138339298,262.1763998,0,0,4,181.8104303,0,0.526161656,0,1,0,3.553312607,-96.77777778,1.036427732,17,14.13793629,0.555555556,-13.25880201,1,0
D0138,0,0,0,0,0,0,0,0,0,0.608147459,4.401,0,0.089232111,0.401619568,0,0,0.030358613,17.25210084,723.9809309,0,0,0,0.453541621,6.851261161,0,1.283169098,0,0,0.693640852,-456.5070359,9.113941536,-3.54143837,1,1.863447996,16.61322589,1.78690653,0,0.784438776,0.8512865,-2.792834007,1.375722775,3,0,1.484036958,188.1733409,0,0,4,815.3000782,0,1.031782388,0,0,0,4.589170596,-379.6875,1.930655189,0,1.1875,0.303571429,9.4375,0,1
D0490,0,1,1,5.749511833,1,0,0,0,39.33066399,0.773520542,2.07042,0,0.124234275,0.152914271,4.72297703,0,0.022798598,22.41269841,111.5879993,0,85.640955,4.736862954,0.441969723,5.927540457,0,1.538943956,0.007587476,0,0.50894411,-213.4453805,1.520792334,-5.761307519,1,1.028628375,16.27915487,1.777119796,3,0.662993572,0.657872333,-3.185439867,0.363873286,10,0,0.591268981,206.9362719,0,0,4,746.8700976,0,0.839632597,0,0,0,4.356843939,-173.9669421,1.043356747,15,166.3807775,0.333333333,-226.2524232,0,0
D0974,0,0,0,0,0,0,0,0,5.733667477,0.435422913,1.3532,0,0.114545087,0.059027778,7.314801587,0,0.033605442,19.88333333,246.4101318,0,13.80348944,5.733667477,0.142258898,1.777152911,0,1.461613222,0,0,0.60826804,-184.3794684,1.636976805,-3.438312006,0,0.458748653,11.81435946,1.797702145,4,0.668503214,0.748685874,-0.614112482,0.162192142,1,0,-1.190163693,209.7718041,0,0,2,106.6291747,0,0.856103653,0,0,0,3.51835504,-151.9908173,1.631868132,6,27.10192837,0.363636364,-11.98714417,0,0
D0464,0,0,1,0,0,1,5.022633314,1,13.08951281,0.942703674,4.0189,0,0.062324926,0.108072835,10.5933989,0,0.014538171,21.02531646,-2218.17455,0,-95.8208371,16.58491841,0.253436788,0.88464679,1,1.476472712,0,0,0.332177856,-311.8823874,6.191837111,-6.473327342,0,0.282360161,0,1.989633406,6,0.55800119,0.754770575,-1.526804574,0.115552177,2,0,-1.52633873,234.8295508,0,0,4,69.88709639,0,0.639924592,0,0,0,3.985884037,-20,1.073385334,12,12.66069579,0.512195122,48.84143037,1,1
D0523,0,1,0,5.749511833,0,0,0,0,5.316788604,0.518597113,2.2289,0,0.184095556,0.106834719,6.158469921,0,0.013619872,34.4375,-222.3112522,1,-16.56197531,4.736862954,0.234708048,0.031428627,0,1.72833727,0.01513451,0,0.496474146,139.0445316,1.05382304,-3.12459459,1,0.330933093,21.44560378,1.959183445,5,0.645555556,0.540020805,0.934153282,0.059018973,1,0,0.260109486,259.0210054,0,0,2,1.508574118,0,0.646927125,0,0,0,2.930446767,9.36,1.013876936,11,23.83555556,0.433333333,40.77283951,0,0
D0590,0,0,0,0,0,1,0,0,6.606881965,0.686751397,3.2596,0,0.158013311,0.304270121,14.6274607,2,0.025180534,21.80094787,1300.367315,0,-79.33284636,23.68431477,0.66981576,6.152917479,0,1.324965454,0.009273764,0,0.630842936,-2504.086831,-11.48233065,-5.148012952,0,2.997240683,29.73736414,1.746361475,10,0.813894976,0.764106581,-8.855771592,1.380499613,9,0,-0.518035173,208.391444,0,0,6,1298.265588,0,0.81336109,0,0,0,5.317226464,71.06809512,1.627301376,12,79.68087006,0.315315315,-170.2614236,1,1
D0430,0,0,1,0,0,0,0,0,0,0.505155345,-0.3744,0,0.258086097,0.0248452,2.748407817,0,0.021823129,40.93333333,-161.6039427,0,-3.034832451,19.57364641,0.102062073,-3.037856172,0,1.499163486,0,0,0.716858336,0.453608049,1.62817728,0.969745992,0,2.340990258,5.563451492,2.167628778,4,0.952806122,1.289655505,-1.010497617,1.414024254,1,0,-1.017354979,223.5051281,0,0,1,-136.7035278,0,0.920845272,0,0,0,2.834168454,-172.75,1.900401606,6,64.82911313,0.214285714,-21.20540438,0,0
D0178,0,1,0,11.49902367,1,0,0,0,10.97786405,0.521851085,2.7586,0,0.177681543,0.056131276,12.22036223,0,0.02677551,28.49090909,-401.1260632,1,-34.13580247,4.736862954,0.170103454,-6.670387096,0,1.603825637,0,0,0.529010347,-57.8348566,0.986815319,-3.800682432,0,0.25,17.12428438,1.977968815,8,0.696051423,0.491913342,-3.084698007,0.029868958,0,0,-0.056254675,243.760125,0,0,2,-366.8712903,0,0.78629933,0,0,0,3.173785055,22.19651056,1.215831135,12,60.38271605,0.393939394,0.345679012,0,1
D0774,0,0,1,0,0,0,0,0,6.606881965,0.618654927,-0.5612,0,0.15616572,0.093869804,0,0,0,27.98461538,280.5597371,0,-6.601887,10.84019487,0.244373193,14.44059362,0,1.422601399,0,0,0.60659465,-291.5019658,0,-2.219840403,1,0.546023729,17.85589226,1.620732243,0,0.775623269,0.865910388,-2.477310953,0.112557489,3,0,-1.266141752,204.930131,0,0,2,938.638585,0,0.537316753,0,0,0,3.407287521,320.2216066,1.670590659,9,72.23866413,0.236842105,0,0,0
D0038,0,1,0,0,0,1,5.022633314,0,32.08476651,1.251597183,4.8944,0,0.063704437,0.086066699,14.76685231,0,0.020986395,24.26027397,-94.01727371,0,-28.7254321,11.60093989,0.196735636,9.976889291,1,1.550120662,0,0,0.413198489,-548.7597998,1.122970522,-5.21560393,0,0.247193875,0,2.01310814,7,0.584375,0.754685036,-3.951341047,0.136930639,2,0,-1.469083181,234.4438754,0,0,3,728.3129182,0,0.655097014,0,0,0,3.804937276,42.2,1.142773423,12,0.934320988,0.35,-66.70222222,1,1
D0687,0,0,0,0,0,0,0,0,19.63426922,0.650839501,5.857,0,0.139189015,0.207706234,21.3431394,0,0.020290465,20.50833333,-537.7982732,0,16.63567649,0,0.568372786,-3.882458152,0,2.173786761,0.007215007,0,0.383196706,760.631645,3.776224034,-7.388820863,1,0.383608042,29.28393196,1.867294522,12,0.571428571,0.577153337,1.3867952,0.1507602,3,0,-2.436318175,223.1797325,0,0,5,-465.8949782,0,0.762215073,0,0,0,4.480036098,-113.0325019,1.284490741,21,12.45880574,0.492063492,-124.6142605,0,0
D1108,0,0,0,5.749511833,0,0,5.022633314,0,38.58170062,0.946634737,3.0908,0,0.156551612,0.085878911,9.549416845,0,0.016793003,21.73469388,-661.768977,0,-54.85903233,26.80833327,0.222222222,2.060993016,1,1.817577442,0.007536942,0,0.44849423,-450.9838502,-0.14542084,-5.742923802,0,0.330933093,17.82836696,1.771215745,6,0.570987654,0.706978906,-2.259712436,0.086296209,7,0,-2.037307801,217.2421919,0,0,3,201.9773155,0,0.667199357,0,0,0,4.034163808,-84.7654321,1.289189189,12,-15.26064794,0.407407407,-23.82751613,0,1
D0735,0,0,0,0,0,0,0,0,0,0.452227541,1.99712,0,0.185547929,0.085512805,5.688781179,0,0.025365428,28.79069767,69.53788338,2,6.325443787,0,0.290669489,0.981511248,0,1.671414597,0,0,0.558000553,290.2453333,1.274305556,-2.577673471,1,0.49759976,11.50524905,1.763235351,5,0.715976331,0.316754536,-0.206744886,0.073202939,1,0,-1.183351159,243.1791836,0,0,2,42.20498364,0,0.514549193,0,0,0,2.81612619,-103.3727811,1.155583317,11,38.33136095,0.423076923,-54.50887574,0,1
D0505,0,0,1,0,0,0,0,0,18.68851981,0.845024047,-0.4397,0,0.196613889,0.062189872,0,0,0.023269085,28.54901961,-90.37586663,0,-1.166255144,20.25735364,0.259679701,1.278101617,0,1.603181783,0.00617284,0,0.517298271,501.8847118,2.249652297,-0.502042912,1,0.219821982,12.42474474,1.795357905,2,0.688888889,1.131501847,1.423672615,0.046026511,2,0,-2.276806843,214.6683786,0,0,2,65.18318247,0,0.814230498,0,0,0,2.887639683,-31.53333333,1.251897533,9,30.94864198,0.3,20.76153635,0,1
D0254,0,1,1,0,0,0,0,0,18.09340305,0.858031491,-0.5941,0,0.170810059,0.152704628,1.54335223,0,0.018589065,28.67391304,-158.7373538,0,-10.09270217,15.57705783,0.219416097,-2.987515195,0,1.648143512,0,0,0.501329285,-179.3707378,1.183413643,-0.130388363,1,0.164266427,24.08864428,1.782630632,2,0.610946746,0.89021926,0.027237889,0.03512485,4,0,1.829569749,219.4595573,0,0,2,-137.425699,0,0.739044676,0,0,0,2.752443185,-25.69230769,1.129066217,6,14.79158448,0.423076923,6.483892176,0,1
D0051,0,0,0,28.74755917,0,1,0,0,34.22630132,1.088554125,1.3386,0,0.192100676,0.227532147,6.926914061,0,0.020415639,23.85034014,-519.7820354,0,-27.37691746,42.63176658,0.635553274,5.916609651,0,1.309202386,0.007964616,0,0.441273955,319.4951395,-6.797222421,-2.578220173,2,1.058276903,37.25524173,1.698424612,4,0.710737765,0.821368432,-1.25788149,0.326183217,5,0,1.702296846,217.429055,0,1,7,869.7416186,1,0.718797126,0,0,0,4.716042773,-189.1723886,1.118878075,12,-32.19795471,0.445945946,28.16289262,2,1
D0029,0,0,0,0,0,0,0,0,12.27842388,0.513787803,0.0832,0,0.170023437,0.027777778,6.226582577,0,0.02031746,23.2972973,-120.8120137,0,8.75,10.84019487,0.083333333,-4.342111357,0,1.488871586,0,0,0.532534131,-113.41163,0,-1.215571636,0,0.11785113,6.544756406,1.719027948,4,0.576388889,0.879055686,-0.332611205,0.017010345,1,0,0.1859861,219.0954266,0,0,1,-160.6581202,0,0.809930009,0,0,0,2.854312228,-53.4375,1.46043634,6,-5.6875,0.25,-1.9375,0,0
D0334,0,0,0,0,0,0,0,0,6.606881965,0.561096494,2.5606,0,0.135191841,0.344997489,0,0,0.029124717,19.53278689,920.2527289,0,-30.11376041,4.736862954,0.425023735,6.416055199,0,1.304044496,0.011113466,0,0.684947979,-719.9559924,5.658656535,-3.947596936,1,1.781446064,41.15602012,1.805248919,0,0.817581155,0.623638819,-3.827497589,1.035466432,4,0,-1.698257198,202.9109447,0,0,4,782.7587343,0,0.831365521,0,0,0,4.521329116,-282.1956334,1.709955301,0,11.52743465,0.288135593,-2.505601839,0,0
D0993,0,2,0,11.49902367,0,0,0,0,0,0.532825312,9.9083,0,0.057465002,0.041666667,8.648960905,0,0.031583392,21.18181818,-2255.727634,0,-129.1838841,0,0.111111111,22.86398201,0,1.390472748,0.012960619,0,0.81259683,-4608.341825,0,-8.846469187,0,1.686379089,25.73901631,1.881074455,4,0.801277399,1.053843056,-17.15161764,0.930575126,14,0,7.971640348,195.7515628,0,0,2,3521.05323,0,0.95555655,0,0,0,5.12841308,727.9685005,2.049614154,12,80.41875131,0.180722892,267.3071725,0,0
D0214,0,1,0,0,0,1,0,0,51.21612015,0.601513482,4.9456,0,0.185863425,0.136066699,12.0484092,0,0.020253723,24.04,-496.4811197,0,24.16814596,0,0.28006897,5.526864164,0,2.76807675,0.009425666,0,0.461968946,349.4016085,-3.416111083,-5.479854427,0,0.680206576,0,1.875380608,7,0.649408284,0.539071104,-0.644761016,0.172644925,7,0,2.703060008,221.1099342,0,0,4,552.6864164,0,0.710791367,0,0,0,4.072837325,-68.16863905,1.132687927,12,72.23668639,0.442307692,-79.31525312,1,0
D1164,0,1,0,5.749511833,1,0,0,0,39.54459235,0.887975104,1.1703,0,0.136317628,0.024056261,4.275242268,0,0.01952381,19.97560976,701.348502,0,52.48204159,4.736862954,0.068041382,6.364924908,0,1.423957698,0.010322076,0,0.577568116,-439.8536976,1.108003771,-4.088347754,0,0.597279129,16.3661147,1.777708944,3,0.597353497,0.669341382,-2.014927076,0.232429094,6,0,-2.246137702,196.6898279,0,0,1,521.9238424,0,0.93408025,0,0,0,3.883531716,-116.9206049,1.348072322,6,64.41440874,0.130434783,-123.5395925,0,1
D0072,0,0,0,11.49902367,0,0,0,0,13.21376393,0.958985634,2.88284,0,0.102886214,0.055555556,14.41839847,0,0.012803437,19.23170732,308.0589272,0,26.44897959,31.75962807,0.166666667,-3.490875427,0,1.503323235,0.006708499,0,0.37943782,-423.3006,2.90203099,-4.643819344,0,0.333333333,11.67123957,1.747003828,8,0.492294877,1.006134677,-1.541648068,0.048112522,2,0,-1.159255512,208.1401887,0,0,2,-286.251785,0,0.92494382,0,0,0,4.096933118,-147.6734694,1.383186827,12,0.979591837,0.387755102,-17.55102041,0,1
D0827,0,1,0,0,0,0,0,0,12.29761001,0.622334355,-0.3857,0,0.160829511,0.386393048,-0.227676157,0,0.026581003,23.89230769,62.97757551,0,-20.54143333,5.733667477,0.773999733,0.862168809,0,1.537915557,0.008264463,0,0.502446282,-794.3963088,0.936991061,-0.153672793,1,0.533836717,17.64605987,1.794158332,0,0.673484295,0.850916532,-4.918936287,0.207353148,3,0,-1.447788029,210.8894416,0,0,2,56.04097258,0,0.783830366,0,1,0,3.385440698,117.2520088,1.133522443,0,39.92695398,0.189189189,-59.18423829,1,1
D0650,0,0,0,5.749511833,0,0,5.022633314,0,39.02249064,1.002006445,2.0024,0,0.119536054,0.020833333,3.087403156,0,0.017959184,19.06849315,412.7027835,0,-28.82461297,22.07147032,0.055555556,7.295464289,1,1.366332333,0.007218651,0,0.519936693,-167.7586909,0,-4.199430717,0,0.330933093,5.907179729,1.66493759,2,0.535147392,0.839330869,-0.379989064,0.086296209,6,0,-0.84932531,197.137477,0,0,1,532.5688931,0,0.733448959,0,0,0,3.765841715,-125.5510204,1.299396332,6,30.35973237,0.142857143,-72.79398673,0,1
D0771,0,0,0,0,0,0,0,0,13.21376393,0.588170218,2.0227,0,0.148424943,0,0.024815602,0,0.025510204,16.21621622,-372.11162,0,-74.49433107,15.20739338,0,1.887027356,0,1.217290483,0,0,0.62937053,433.8571254,0.387591543,-2.220094574,0,0,19.25560476,1.498611888,0,0.52154195,0.815082484,1.128253341,0,6,0,-3.342198391,170.9620034,0,0,0,139.6400243,0,1.000288684,0,0,0,3.88234881,84.46485261,1.985561105,0,53.83446712,0,-6.968253968,0,0
D0531,0,0,0,11.49902367,0,0,0,0,58.30200655,1.153246761,2.30804,0,0.113546484,0.101834039,13.41597797,0,0.022193878,18.25641026,-323.8578966,0,-23.50976563,9.473725908,0.234708048,3.487000524,0,1.399396256,0.006087814,0,0.432813823,1511.784601,-0.593711207,-4.864844857,0,0.275783423,12.51406169,1.68953415,7,0.529052734,0.835023264,7.562710178,0.086057673,9,0,-3.204426689,199.7761693,0,0,3,407.9790613,0,0.899225923,0,0,0,4.519671773,-50.390625,1.471016293,12,-32.03417969,0.390625,-81.24121094,0,0
D0967,0,0,0,0,0,0,0,0,6.606881965,1.142155493,0.3454,0,0.192555556,0,0,0,0,15.875,51.05434827,0,-8.555555556,0,0,-8.885707848,0,1.220016654,0,0,0.237222222,0,1.508333333,-0.314024523,0,0,0,1.479735078,0,0.222222222,0.673247259,0,0,1,0,-0.628782809,192.7793023,0,0,0,-142.1713256,0,0.796721311,0,0,0,2.125814584,2.388888889,1.2890625,0,-10.55555556,0,0,0,1
D0180,0,0,0,22.99804733,0,0,0,0,48.57637496,1.324259106,5.09308,0,0.101729419,0.048112522,14.51170227,0,0.024290692,16.8984375,-700.1186151,0,-3.01368776,18.94745182,0.136082763,11.61503716,0,1.361136345,0.005509642,0,0.519597851,424.5286876,2.611084525,-7.092857612,0,0.736726408,5.917906046,1.690738941,6,0.559809562,0.804411902,2.194762521,0.391610441,4,0,-3.600374454,196.7370435,0,0,2,1486.724756,0,0.936762124,0,0,0,4.757791663,-149.2680024,1.534137469,12,19.4122198,0.267605634,-122.1376711,0,1
D0710,0,0,1,0,0,0,0,0,13.08951281,0.669781009,3.0924,1,0.105996511,0.204853174,17.63653572,0,0.017188718,18.92553191,-306.6190152,0,1.809917355,5.733667477,0.392325677,-1.966323901,0,1.446270662,0.007136331,0,0.468375598,-571.6709405,4.030706496,-6.879791077,0,0.684486484,24.56668575,1.770283292,11,0.607897153,0.784170337,-2.883735381,0.240404644,5,0,1.693632531,203.9360446,0,1,5,-369.6688933,2,0.895639614,0,0,0,5.138721924,273.0661157,1.576428617,16,15.95041322,0.353535354,33.19834711,1,1
D0958,0,0,0,0,0,0,0,0,6.544756406,0.5710263,5.0072,0,0.10164892,0.276292929,0.858891723,0,0.002915452,14.6259542,-829.8197932,0,-38.33905101,10.21305479,0.306186218,-8.866042466,0,1.269618001,0,0,0.305717091,-775.7068229,22.25822279,-3.187449077,0,0.136082763,0,1.692156815,0,0.426375585,0.843639977,-3.637756323,0.136082763,1,0,1.41542386,180.0303292,0,0,3,-1161.451563,0,1.073348519,0,0,0,4.748844948,26.05012252,1.472624375,0,15.89440855,0.298507463,65.33660058,0,1
D0994,0,0,0,0,0,0,0,0,13.21376393,1.070989467,-5.3972,0,0.251356247,0.05237828,0,0,0.024517945,22.77108434,154.4137551,0,6.627160494,19.31711626,0.090721842,-5.171662591,0,1.075132845,0,0,0.562976929,-317.1760053,-15.57018138,4.25091329,0,0.808474988,0,1.445815744,0,0.691358025,1.061515494,-2.187676668,0.164536214,4,0,0.974319373,181.029861,0,0,2,-429.247995,0,0.904579576,0,0,0,3.981795409,-116.0444444,1.499483649,0,-52.72493827,0.288888889,-11.41481481,0,0
D0839,2,0,0,0,0,1,0,2,7.109797541,0.880105872,2.8408,0,0.142243549,0.080613911,0,2,0.031172469,19.30693069,-319.050202,0,-131.9434133,23.98573077,0.138427269,5.541502965,0,1.230875717,0,0,0.595152461,-1059.913931,3.635936319,-2.035714816,0,0.684580922,12.20793278,1.642871521,0,0.755092802,0.655158604,-4.032243251,0.411846229,5,0,-2.615481013,184.3915249,0,0,5,559.6917994,0,0.862775892,0,0,0,4.208959003,-225.6057039,1.437329344,0,84.971933,0.340425532,66.87596197,1,0
D0155,1,1,0,0,0,1,0,1,52.54442792,1.363933561,2.856,0,0.092163425,0.105555556,16.94423869,0,0.010549257,21.72164948,-1278.738783,0,-102.1111111,14.83579508,0.25,2.390414388,0,1.554084645,0.004081352,0,0.296303248,-1734.282063,0,-4.621432454,0,0.274971652,6.606881965,1.874020935,8,0.501109467,0.849057106,-10.81389062,0.136108339,8,0,5.467916659,219.8163434,0,0,4,231.8701956,0,0.787387252,0,1,0,4.136345349,-36.0591716,1.119838704,12,-30.33333333,0.403846154,28.88888889,1,1
D0026,0,1,0,0,0,0,0,0,0,0.52554654,0.3181,0,0.143216441,0.655866789,6.376417836,0,0.026871734,26.5,694.3647533,0,-19.83594736,5.733667477,0.877314918,2.898884115,0,1.567943434,0.008562222,0,0.587522008,292.6677339,0,-1.453952103,1,0.836549603,11.28105254,1.878851323,5,0.785289346,0.76556647,1.055853128,0.42900164,3,0,-2.113718047,222.3056846,0,0,3,226.1129609,0,0.754025051,0,0,0,3.661988611,143.8420768,1.475021191,6,24.60212728,0.372093023,-40.41295595,1,1
D0611,0,0,1,0,0,0,0,0,12.34054944,0.813567539,-1.8409,0,0.236117187,0.149443445,0,0,0.022335601,27.70689655,7.870567483,0,-5.59375,15.57705783,0.492759365,0.698084806,0,2.088384631,0,0,0.508390548,-334.4621925,-4.383061671,0.286739785,2,0.548795288,16.98174072,1.576363198,1,0.75,0.922407944,-1.965355067,0.122629879,2,0,-0.44477275,214.6047478,0,0,3,40.48891876,0,0.732456619,0,0,0,2.995264732,-11.890625,1.124640805,9,15.40625,0.4375,-70.578125,0,0
D0894,0,0,0,5.749511833,0,0,0,0,0,0.634880628,3.6126,0,0.07764121,0.34706119,5.874709625,0,0.030043084,18.92553191,925.8758983,0,42.94706994,6.423349896,0.459775766,3.086041255,0,1.345224927,0.009624868,0,0.606496548,401.6494395,11.77246869,-3.587685292,1,1.221240461,5.414990469,1.885528384,3,0.759924386,0.945547954,1.534686139,0.726252632,1,0,-1.285952755,209.7636838,0,0,4,290.087878,0,0.954818532,0,0,0,4.314731781,-316.5860113,1.705005557,6,15.32703214,0.369565217,-1.200378072,0,1
D0629,0,0,2,0,0,1,0,0,6.606881965,0.721405586,-1.72356,0,0.173640109,0.047308758,3.530316752,0,0.026919791,23.9047619,-257.2137136,0,-76.42417383,5.106527395,0.156472032,4.104118034,0,1.468898554,0.005888612,0,0.544307699,-872.9858298,-4.680411339,-2.317110052,0,0.769765287,18.0630889,1.697741814,2,0.735174287,0.897642237,-5.893091268,0.217523775,4,0,3.095665154,214.7460335,0,0,3,344.7459148,0,0.794999081,0,0,0,3.817770323,-16.92349479,1.244113594,14,45.12177456,0.29787234,-134.7541874,0,0
D0424,0,1,0,0,1,0,0,0,32.93771038,0.816928961,2.0688,0,0.098844748,0.151105984,6.23831302,0,0.017927786,20.07526882,-221.0622359,0,-44.05555556,0,0.343013034,3.604806319,0,1.510080923,0.006203449,0,0.501819764,-722.4766519,5.037244547,-4.702777956,1,0.191638319,5.752853607,1.852371275,4,0.62109375,0.729188547,-3.040388231,0.086556261,3,0,1.038150086,202.8412969,0,0,3,335.2469876,0,0.917119675,0,0,0,4.007045011,-103.75,1.390049819,9,44.3587963,0.3125,59.72299383,0,0
D0754,0,1,0,0,1,0,0,0,0,0.504831452,2.96442,0,0.125862654,0.105496339,16.01950461,0,0.01684395,27.32258065,-398.7820772,0,-32.55555556,9.662068675,0.392731562,0.56223271,0,1.612990088,0.008862069,0,0.49063612,12.13419375,0,-4.846162006,1,0.68053798,4.895483476,2.078524114,9,0.700617284,0.585951823,-1.071322098,0.209203912,1,0,0.541842243,248.4450212,0,0,3,34.858428,0,0.813552632,0,0,0,3.446051567,-151.308642,1.186229928,17,56.74348422,0.472222222,92.00411523,0,1
D1180,0,0,0,0,0,0,0,0,19.82064589,0.95171593,-4.4924,0,0.214028797,0.03928371,-1.597328042,0,0.026314526,19.54285714,58.30590672,0,-3.224852071,15.31958218,0.03928371,-3.458805251,0,1.097089653,0,0,0.639142115,-472.1618708,-4.906977986,2.094189613,0,0.622596795,6.420821623,1.464164211,0,0.65877712,1.11396526,-2.730807131,0.156304514,3,0,-0.550886675,170.4096734,0,0,1,-242.1163675,0,1.032578113,0,0,0,3.720754648,-92.4260355,1.986142002,0,-41.29585799,0.153846154,-9.609467456,0,1
D0243,0,0,1,0,0,0,5.28358632,0,27.24698234,0.908853219,2.9679,0,0.11651384,0.134818739,20.7642569,0,0.015102041,22.25233645,-524.5523053,0,-44.48816361,16.33780284,0.448497338,7.998599178,1,1.502275435,0,0,0.425248899,-334.228937,0.016064815,-5.812031063,1,0.682106493,22.55143065,1.763324265,10,0.599301263,0.715215913,-2.466162367,0.151841199,2,0,-0.03227355,219.745322,0,0,4,855.8501121,0,0.672420283,0,0,0,4.278845341,83.8081161,1.250115251,21,42.90117153,0.360655738,-20.5104064,0,0
D0366,0,0,0,0,0,0,0,0,0,0.364879305,0.4492,0,0.145377324,0.111528566,0,0,0,18.46153846,67.85123047,0,-13.41496599,0,0.308925565,6.405371201,0,1.326800862,0,0,0.674337607,0,1.076296296,-1.960052551,1,0.390737207,11.81435946,1.66452359,0,0.725623583,0.623134107,0,0.097684302,2,0,2.237195087,189.6492966,0,0,1,249.8094768,0,0.854503464,0,0,0,2.843106298,-67.8707483,1.951923077,0,28.13605442,0.238095238,0,0,0
D0487,0,0,0,11.49902367,0,1,0,0,20.38537069,0.882770264,2.2113,0,0.128365104,0.208843133,12.91917108,0,0.020575292,24.43157895,189.6001799,0,84.5625,9.473725908,0.620790812,4.778975387,0,1.537210348,0.003333333,0,0.398241513,139.0977909,0.509237922,-4.461396557,2,0.739017865,31.193899,1.873345469,7,0.694010417,0.689684686,-0.755448656,0.243844517,1,0,0.912704674,239.655596,0,0,6,454.0026617,0,0.661899842,0,0,0,3.991104289,-166.75,1.121279747,15,-6.8125,0.541666667,-97.9375,2,0
